case_id,customer_text,ai_consensus_intent,ai_consensus_auto_handle,YOUR_final_intent,YOUR_final_auto_handle,YOUR_reasoning
722476,"If you’ve got an iPhone, please don’t do the iOS 11 update. Your phone starts to go slow etc. Just like mine when I’m due an upgrade! @115858",software_bug_after_update,True,software_bug_after_update,True,"The customer warns that after the iOS 11 update the phone becomes slow, using their own phone as the example; this is post-update software degradation."
2688195,@AppleSupport tell me why my headphones just burned and shocked the inside of my ear,hardware_malfunction,False,hardware_malfunction,False,"The customer says their headphones 'burned and shocked the inside of my ear'; this is a physical hardware problem with an explicit injury/shock safety signal, so auto-handle must be false."
1967203,@AppleSupport is there a way you can check the health of my battery?,how_to_question,True,how_to_question,True,The customer asks whether Apple can check the health of their battery; this is a straightforward information/how-to request with no reported malfunction.
795791,"@AppleSupport since updating to #ios11, battery life has never been so bad.",software_bug_after_update,True,software_bug_after_update,True,The customer says battery life has been unusually bad 'since updating to iOS11'; the update is the explicit trigger for the software battery issue.
2078777,Hate this new iPhone update 👺 phone crashes all the time now and touch screen sometimes doesn’t work. @AppleSupport - sort it out!,software_bug_after_update,True,software_bug_after_update,True,The customer says the new iPhone update makes the phone crash constantly and sometimes the touchscreen stop working; the update is the stated cause of the software/device behavior.
2477677,"my mac is tripping, my phone is tripping, my apple ID doesn’t work. I spent four hours today at the Apple Store trying to fix it all so they could tell me to “come back tomorrow” @AppleSupport WASGOOD",account_access,False,account_access,False,The customer says their Apple ID does not work after also reporting problems with the Mac and phone and an unhelpful Apple Store visit; the explicit Apple ID access problem is an account-access case and requires non-auto handling.
647423,@115858  fix the issue with Bluetooth. Idk it it’s just me but I been having problems with my @117013 SRS-XB30 ever since ug to iOS 11,connectivity_issue,True,connectivity_issue,True,The customer reports Bluetooth problems with an SRS-XB30 'ever since' upgrading to iOS 11; the concrete support issue is Bluetooth connectivity.
245366,@AppleSupport Subscribed to Apple Music yesterday. Downloaded songs but they don’t play offline in a car but do with no WiFi at home.,software_bug_after_update,True,software_bug_after_update,True,The customer says downloaded Apple Music songs will not play offline in the car even though they work without Wi-Fi at home; this is a playback/software issue with a routine troubleshooting path.
1067803,@AppleSupport Is the Pre-Auth for iphone X live on Apple Store app? (For Apple Upgrade Program),billing_purchase,True,billing_purchase,True,"The customer asks whether the iPhone X pre-authorization is live in the Apple Store app for the Apple Upgrade Program; this is routine purchase/program information, not an active dispute."
946675,@AppleSupport Didn’t have these issues prior to installing update. I know others with same issue of phone bogging down since update,software_bug_after_update,True,software_bug_after_update,True,The customer says they did not have the issues before installing the update and now the phone is 'bogging down'; the update is the stated trigger for software misbehavior.
2343824,Thanks for nothing @AppleSupport your upgrade still didn’t fix the autocorrect issue. I’m tired of seeing those stupid boxes. #getittogether,software_bug_after_update,True,software_bug_after_update,True,The customer says the latest upgrade still did not fix the autocorrect issue and mentions the recurring boxes; this is a specific post-update software/keyboard defect.
548160,Aaaargg! @AppleSupport Just spent an hour trying to get into my new iPhone X due to your freaking Dec 2 bug! #quality of latest code drops are not good. #not happy,software_bug_after_update,True,software_bug_after_update,True,The customer says they spent an hour trying to get into a new iPhone X because of the December 2 bug; the named bug is a software/update-related setup failure.
427408,@AppleSupport Like I have to use my speaker or headphones to talk on the phone,hardware_malfunction,True,hardware_malfunction,True,"The customer says they have to use the speaker or headphones to talk on the phone, indicating a phone audio/speaker fault with no update mentioned; this is routine hardware troubleshooting."
339952,@AppleSupport can you tell me how to improve my iPhone 6s? Because after installing IOS 11 it’s slow and crashes a lot!! Hi from Mexico,software_bug_after_update,True,software_bug_after_update,True,The customer asks how to improve an iPhone 6s that became slow and crashes a lot after installing iOS 11; the update is the explicit trigger for the software problems.
2420766,My debit card is been debited with Rs.2300/- without any notice. Requesting for refund immediately!! @AppleSupport @92395,billing_purchase,False,billing_purchase,False,The customer says their debit card was charged Rs.2300 without notice and requests an immediate refund; this is an active unauthorized charge/refund request and cannot be auto-handled.
1368993,@142400 @AppleSupport Omg the Bluetooth always.,connectivity_issue,True,connectivity_issue,True,"The customer says Bluetooth is 'always' a problem; although brief, the visible complaint identifies Bluetooth as the connectivity issue and is suitable for standard troubleshooting."
1455307,@115858 IOS 11 is the worst update to date. My phone is useless without WiFi.,connectivity_issue,True,connectivity_issue,True,The customer says iOS 11 is the worst update and that the phone is useless without Wi-Fi; the actionable problem is loss of Wi-Fi connectivity.
889155,@AppleSupport how do i stop getting these notifications every single day i back my stuff up through google because it’s infinitely better than iCloud https://t.co/sZiwZkiDYX,how_to_question,True,how_to_question,True,The customer asks how to stop daily backup notifications because they back up through Google instead of iCloud; this is a routine notification/backup-setting how-to.
1526964,"@115858 bro.. why tf everytime i put “i” ,i get this bullshit 👉🏾 I️",software_bug_after_update,True,software_bug_after_update,True,The customer says typing lowercase 'i' produces the 'I' symbol; this is the specific software keyboard glitch and is routine to address.
2627781,@AppleSupport Can I pay annually for icloud storage?,billing_purchase,True,billing_purchase,True,The customer asks whether iCloud storage can be paid for annually; this is routine pricing/payment information with no active charge dispute.
2774351,"@AppleSupport Even after agreeing to the terms and conditions 10 times why does it keep on prompting me to do that? 
PS: Wi-Fi is working perfectly fine so it’s not an connectivity issue https://t.co/KbIQAlXPDi",software_bug_after_update,True,software_bug_after_update,True,"The customer says the device repeatedly prompts for terms and conditions even after accepting them ten times, while explicitly ruling out Wi-Fi; this is a software/settings loop, not connectivity."
2608614,@115858 @115858 the new update has put the “auto brightness” selection tool buried under too many sub menus! Put it back to settings—&gt;display,complaint_feedback,True,how_to_question,True,The customer complains that the new update buried the auto-brightness control and asks to put it back under Display; this is feature/settings feedback rather than a broken function.
2627783,"Thanks @115858  @AppleSupport  for making me stop using my iPhone due to accidentally updating my iOS, now many apps are broken.  No matter how many times I remove the update notification it always comes back and now I can't go back.  Never again, no more iPhones for me!",software_bug_after_update,True,software_bug_after_update,True,"The customer says an accidental iOS update broke many apps, repeatedly restores the update notification, and prevents going back; the update is causing the software problems."
842502,"@118721 @115858 @AppleSupport are you kidding me?! every month I'm getting emails ""Payment method problem"". WTF?!",billing_purchase,False,billing_purchase,False,The customer says they receive a recurring 'Payment method problem' email every month; recurring payment-related account activity is billing and is not appropriate for auto-handling.
1499952,@AppleSupport I am being fobbed off! Who can I complain to at the highest level in the UK! 😡😡😡,complaint_feedback,False,complaint_feedback,False,"The customer says they are being 'fobbed off' and asks who they can complain to at the highest level in the UK; this is an explicit escalation demand, so auto-handle is false."
559184,@AppleSupport Not paying for a closed-source OS so all my apps can crash. What’s up?,software_bug_after_update,True,complaint_feedback,True,The customer says they will not pay for a closed-source OS if it makes apps crash and asks rhetorically 'What's up?'; there is no concrete support request beyond the general complaint.
2404963,"Yo @AppleSupport I keep turning Wi-fi off but it keeps turning itself back on, how do I fix this?",connectivity_issue,True,connectivity_issue,True,The customer says Wi-Fi keeps turning itself back on after they turn it off and asks how to fix it; this is a routine Wi-Fi connectivity/control issue.
2019017,"Why do I always update my iPhone? New @115858 updates ALWAYS slow it down, so I have to buy a new one or be frustrated. I’ve had enough, 3rd iPhone that’s a POS now.",software_bug_after_update,True,software_bug_after_update,True,The customer says new iPhone updates always slow the phone and leave them frustrated about buying a new one; the complaint is about update-triggered software degradation.
2731420,@AppleSupport why does my iPhone always restart when I’m on Pandora listening to music?,software_bug_after_update,True,software_bug_after_update,True,The customer asks why the iPhone always restarts while listening to Pandora; this is a concrete software/app crash symptom with a routine troubleshooting path.
2952363,"Thanks for the speedy response @AppleSupport. I would love to buy #AppleWatchSeries3 with cellular support. My country of origin is #India. 
Thanks! https://t.co/y0cWKZb6qh",billing_purchase,True,billing_purchase,True,The customer says they would like to buy an Apple Watch Series 3 with cellular support in India; this is a routine purchase/availability question without an active transaction dispute.
2448374,@AppleSupport HOW DO I️ FIX THIS &gt;&gt;&gt; I️ ?,software_bug_after_update,True,software_bug_after_update,True,The customer asks how to fix the visible 'I' character glitch; this is the specific keyboard software issue and is routine to handle.
2773151,"Please @AppleSupport fix iOS11 for 6s, it’s completely destroyed the phone. Bluetooth on and off, apps just grey out and phone now freezes!! I promise I’ll update next year, I just need a working phone now. 👍🏻",software_bug_after_update,True,software_bug_after_update,True,"The customer says iOS 11 on a 6s causes Bluetooth toggling, greyed-out apps, and freezing and asks for a working phone; the update is explicitly causing multiple software failures."
2736419,why does my music stop every time i get a notification or even for no reason at all plz help i’m sick of it😩 legit happens like 5 times a minute @AppleSupport,software_bug_after_update,True,software_bug_after_update,True,"The customer says music stops whenever a notification arrives or even randomly, happening about five times a minute; this is a specific software/playback malfunction."
1882059,Hey @115858 my phone keeps freezing up because of these updates sometimes it won’t even cut off smh,software_bug_after_update,True,software_bug_after_update,True,The customer says the phone keeps freezing because of the updates and sometimes will not even shut off; the update is the stated trigger for software misbehavior.
955068,@346601 @AppleSupport @4305 Ohh my version isn’t that one. App Store not showing further updates available. How can I manually do an update? Delete app and download again?,update_install_issue,True,update_install_issue,True,"The customer says the App Store does not show further updates and asks how to manually update an app, including whether deleting and re-downloading would work; this is an update-process question."
105396,"El caos post bug root de @115858 

- MBP sin parchear.
- El bug NO funciona (se supone por por actualización oculta).
- El parche aparece en actualizaciones.

¿Que hago? ¿Instalo o no instalo? https://t.co/NCVbKLo6nd",update_install_issue,True,update_install_issue,True,The customer says a patch appears in the updates list and asks whether to install it after an update-related bug situation; the question concerns the update/installation process.
1612677,"@AppleSupport what is this zoom button, where did it come from and how do I get it to go away???! https://t.co/HkcsUHdiHo",how_to_question,True,how_to_question,True,"The customer asks what the zoom button is, where it came from, and how to make it go away; this is a settings/feature how-to request."
990420,@AppleSupport there is a bug in iOS 11 when we take person on con call screen gets stuck #Iphone6 @115858,software_bug_after_update,True,software_bug_after_update,True,The customer reports a bug in iOS 11 where the screen gets stuck during a conference call; the OS version is the stated context for the software failure.
2321154,"Anyone else having an issue with their iPhone 7plus not maintaining the camera settings? Live Photos keeps turning on, my photo grid keeps turning off. Uuuugh. @AppleSupport, suggestions?",software_bug_after_update,True,software_bug_after_update,True,The customer says the iPhone 7 Plus does not retain camera settings because Live Photos turns on and the photo grid turns off; this is a camera-settings software behavior problem.
1901040,Ever since the update my phone takes forever to charge and loses battery while plugged in to the charger...Thanks @115858 👌,software_bug_after_update,True,software_bug_after_update,True,The customer says that ever since the update the phone takes a long time to charge and loses battery while plugged in; the update is the explicit trigger for the software/charging symptom.
1212338,pls @AppleSupport help me how do i get a Lot of videos from my phone to computer,how_to_question,True,how_to_question,True,"The customer asks how to transfer a lot of videos from the phone to a computer; nothing is reported as broken, so this is a routine how-to request."
935951,@AppleSupport how can I uninstall IOS11 and reinstall IOS10? Thanks.,update_install_issue,True,update_install_issue,True,The customer asks how to uninstall iOS 11 and reinstall iOS 10; this directly concerns the OS upgrade/downgrade process.
1148805,Hey @AppleSupport ... did your update and now my phone freezes all of the time and my battery drains faster than Dale Jr on race day. Thanks,software_bug_after_update,True,software_bug_after_update,True,The customer says that after the update the phone freezes frequently and its battery drains faster; the update is the stated trigger for the software problems.
1484169,Hey @AppleSupport what happened with this iOS 11? Since the upgrade the battery life deteriorated a lot. 30h then 8h now.,software_bug_after_update,True,software_bug_after_update,True,The customer says battery life deteriorated from about 30 hours to 8 hours since the iOS 11 upgrade; this is a clear post-update software symptom.
481827,"@AppleSupport yo, like come on now, first I get the dreaded “a” bug now I’m getting the I.T bug. When is this getting fixed?",software_bug_after_update,True,software_bug_after_update,True,The customer reports the 'a' bug followed by the 'I.T' bug and asks when it will be fixed; this is a specific software keyboard defect.
1786985,Smashed my phone an absolute peach @AppleSupport any free repairs 👍🏼,hardware_malfunction,False,hardware_malfunction,False,"The customer says they smashed the phone and asks for free repairs; the physical damage implies a repair decision, which is explicitly a non-auto case."
1010032,My shit dies on 30% and restarts when I plug my headphones in 🙃 way to force the upgrade @115858 https://t.co/sEZgKv2za2,software_bug_after_update,True,hardware_malfunction,True,"The customer says the phone dies at 30% and restarts when headphones are plugged in; no update is mentioned in the visible text, so this is a routine physical/device malfunction."
2129230,@AppleSupport. My wifi constantly keeps disconnecting wen in connect it agine  5 seconds later it disconnect agine  itz really frustrating,connectivity_issue,True,connectivity_issue,True,The customer says Wi-Fi disconnects about five seconds after reconnecting and calls it frustrating; this is a concrete Wi-Fi connectivity problem.
513653,@115858 please fix this I.T glitch.,software_bug_after_update,True,software_bug_after_update,True,The customer asks Apple to fix the 'I.T' glitch; this is the specific keyboard software bug and is routine to handle.
1301896,@AppleSupport  @115858  iOS 11 is arguably the worst thing I’ve ever done to my phone... I have to charge my phone 3x day. Thanks Apple,software_bug_after_update,True,software_bug_after_update,True,The customer says iOS 11 is the worst thing they have done to the phone because they now have to charge it three times a day; the update is the stated cause of the battery problem.
617175,@115858 bought a MacBook Pro 6 weeks ago. It was faulty straight out of the box. Just had it exchanged and the new one is also faulty. Shit,hardware_malfunction,False,hardware_malfunction,False,"The customer says a MacBook Pro was faulty straight out of the box, was exchanged, and the replacement is also faulty; the repeated out-of-box hardware failure implies a warranty/replacement decision."
1102622,"Hi @115858.
I am part of the upgrade program since 2 years and when I try to sign up for iPhone X it tells me I’m not enrolled.
Can you help?",billing_purchase,False,billing_purchase,False,The customer says they have been in the upgrade program for two years but are told they are not enrolled when signing up for iPhone X; this is a purchase/program eligibility issue requiring non-auto handling.
537623,"@AppleSupport iOS11 is beyond infuriating. I know you can't be that stupid since you want everyone to upgrade their iPhones, but your iOS hits a new low when I have my iPhone 6 PLUGGED IN all night and wake up to a screen that says that battery is drained, needs to be plugged in.",software_bug_after_update,True,software_bug_after_update,True,The customer says iOS 11 leaves the iPhone 6 plugged in all night yet drained by morning; the update is explicitly blamed for the battery/charging software problem.
583567,@115858 Your keyboard issues are so frustrating. Every time I type “it” it autocorrects to “I.T”    Why would anyone want to type I.T???,software_bug_after_update,True,software_bug_after_update,True,The customer says typing 'it' always autocorrects to 'I.T' and calls the keyboard issue frustrating; this is a specific software keyboard bug.
753014,@AppleSupport ever since installing ios11 I can’t control Spotify from my lock screen. Please can you tell me how to fix. Thanks,software_bug_after_update,True,software_bug_after_update,True,The customer says installing iOS 11 removed Spotify controls from the lock screen and asks how to fix it; the update is the explicit trigger.
56985,"@115858 @AppleSupport how do I get my keyboard to STOP auto correcting the letter ""I️"" to a symbol. See attached photo. https://t.co/SpXE0xFHvi",software_bug_after_update,True,software_bug_after_update,True,The customer asks how to stop the keyboard from autocorrecting the letter 'I' to a symbol; this is the known keyboard software glitch.
208189,@AppleSupport ios 11.0.1 can’t connect bluetooth to my car’s head unit. Will wait for your reply.,connectivity_issue,True,connectivity_issue,True,The customer says iOS 11.0.1 cannot connect Bluetooth to the car's head unit; the actionable issue is Bluetooth connectivity.
1327414,@AppleSupport what options are there if you have lost your phone but can’t find my iPhone as you’ve forgotten your iCloud password?,account_access,False,account_access,False,"The customer has lost the phone, cannot use Find My iPhone, and has forgotten the iCloud password; the forgotten iCloud credentials make this an account-access case and auto-handle is always false."
882591,@AppleSupport hi! I just purchased an apple watch in one of the stores but my online receipt didn't come through. What to do?,billing_purchase,False,billing_purchase,False,"The customer says they purchased an Apple Watch but the online receipt did not arrive and asks what to do; this is a purchase/receipt lookup issue, so it should not be auto-handled."
1886378,Disgusted w @115858 @AppleSupport right now. Since updating to #ios11 can only send video via #iMessage. What am I paying for? #apple #iphone,software_bug_after_update,True,software_bug_after_update,True,The customer says that since updating to iOS 11 they can only send video through iMessage; the update is the stated trigger for the messaging software failure.
2488704,@115858 @AppleSupport can you fix the “I️” glitch already,software_bug_after_update,True,software_bug_after_update,True,The customer asks Apple to fix the 'I' glitch; this is the specific keyboard software bug and is routine to handle.
791612,@AppleSupport why isn’t my phone connecting to any WiFi now 🤔🙄😒,connectivity_issue,True,connectivity_issue,True,The customer asks why the phone is not connecting to any Wi-Fi; this is a direct Wi-Fi connectivity problem.
39670,@AppleSupport why does my iPhone turn on WiFi and Bluetooth automatically? 😭 #IWantToUseMyData,connectivity_issue,True,connectivity_issue,True,The customer says the iPhone turns Wi-Fi and Bluetooth on automatically and wants to use cellular data instead; these are direct connectivity-control problems.
691381,"@AppleSupport @115858 really failed with ios11, my phone is a wreck post update, even with recent bug fixes",software_bug_after_update,True,software_bug_after_update,True,The customer says iOS 11 left the phone a wreck after the update even after recent bug fixes; the update-related software malfunction is specific enough for routine handling.
435187,My iTunes Store charged my card two times. I need my money back. @118936 @AppleSupport,billing_purchase,False,billing_purchase,False,The customer says the iTunes Store charged their card twice and asks for the money back; this is a duplicate charge/refund request and must not be auto-handled.
486262,"@AppleSupport Hi, I can't seem to access any of my iCloud Drive files in the Files app. It just shows an empty screen :(",software_bug_after_update,True,software_bug_after_update,True,The customer cannot access iCloud Drive files in the Files app because it shows an empty screen; this is a concrete cloud/file-app software malfunction.
1095896,"Hi @AppleSupport. What am I missing here, why can’t I downgrade? Why is “Done” greyed out. Thanks. https://t.co/rNblg7ZuF9",update_install_issue,True,update_install_issue,True,The customer asks why they cannot downgrade and says the 'Done' button is greyed out; the issue is with the OS downgrade process itself.
2903673,Does anyone know how to turn off the @115858 ios push updates FOREVER? Keeps downloading in the background using me space. Ill never ever update to ios 11 on iPhone 6 ever‼️,update_install_issue,True,update_install_issue,True,The customer asks how to turn off iOS push updates forever because they keep downloading in the background; this is a question about controlling the update process.
2525493,"Oh yeah, and fix the damn “A question mark” bug in your shit update @115858",software_bug_after_update,True,software_bug_after_update,True,The customer asks Apple to fix the 'A question mark' bug in the update; the update is explicitly the source of the keyboard/text rendering software bug.
1434273,@AppleSupport getting white squares in notifications on series 2 watch since updating to OS4. Tried unpairing and deleting but no luck. https://t.co/Ns2Z1AxrtB,software_bug_after_update,True,software_bug_after_update,True,The customer reports white squares in notifications on a Series 2 Watch since updating to OS4 and says unpairing and deleting did not help; the update is the explicit trigger for the software/UI problem.
1445586,@AppleSupport what is up with no keyboard when texting?  Didn’t happen with ios10. https://t.co/QBeapaA4jy,software_bug_after_update,True,software_bug_after_update,True,The customer says there is no keyboard when texting and that it did not happen on iOS 10; the OS-version comparison points to post-update software misbehavior.
1966608,.@116333 https://t.co/AmmPU7HzNI Steve would be 😡My iOS still lags and drains battery. Apple is not on the cutting edge anymore. No taste.,software_bug_after_update,True,software_bug_after_update,True,The customer says iOS still lags and drains battery and criticizes Apple's performance after the update context; the actionable symptoms are software misbehavior.
2169780,"@115858 u got me out here looking like my keyboard is set to Wingdings, fix up pls",software_bug_after_update,True,software_bug_after_update,True,The customer says the keyboard looks like it is set to Wingdings and asks Apple to fix it; this is a concrete keyboard/UI software problem.
2888470,I’m not even kidding my iPhone is so screwed it just went from 99% straight of charge to boiling hot and 27% what is up with that ish @AppleSupport?,hardware_malfunction,False,hardware_malfunction,False,"The customer says the iPhone went from 99% charged to 27% and became 'boiling hot'; the battery behavior is a physical fault with an explicit overheating safety signal, so auto-handle is false."
1866211,I PURCHASED A BRAND NEW MACBOOK FROM THE  @115858 STORE TWO WEEKS AGO AND ITS NOT CHARGING! I SHOULD NOT HAVE ISSUES THIS EARLY https://t.co/VLtaWDFWBp,hardware_malfunction,False,hardware_malfunction,False,The customer says a brand-new MacBook purchased two weeks ago is not charging and stresses how early the failure occurred; the new-device failure implies warranty/replacement handling.
1881015,"@AppleSupport When I'm on phone call I cannot switch to speaker, it takes forever to respond to call tap, iOS11.0.3 &amp; you guys really sucks",software_bug_after_update,True,software_bug_after_update,True,The customer says they cannot switch to speaker during calls and identifies iOS 11.0.3; the OS version is tied directly to the call-control software failure.
2678863,@AppleSupport ok how do I get this notification to go away it’s been there for 2 days and won’t leave me alone I’m so annoyed https://t.co/ARlprJ8ids,how_to_question,True,how_to_question,True,The customer asks how to make a notification disappear after it has remained for two days; this is a routine notification-setting/troubleshooting request.
2013910,Iphone needs to fix this I glitch from the iOS update I’m about to get real mad. The I corrects to an A + question box @115858,software_bug_after_update,True,software_bug_after_update,True,The customer says an iOS update causes the letter 'I' to become an 'A' plus a question box; the update is the explicit trigger for the software keyboard/rendering bug.
568459,"Hello !, @AppleSupport I have an iPhone 6S, and I want to delete the iCloud photos that I have 5GB and I do not have more space. How can I delete the 635 photos?",how_to_question,True,how_to_question,True,The customer asks how to delete 635 iCloud photos because storage is full; this is a straightforward photo-management how-to question.
1123180,@AppleSupport my phone died and now it won't turn on again and It's not the charger and none of the button things are working...sos,hardware_malfunction,True,hardware_malfunction,True,"The customer says the phone died and will not turn on, the charger is not the cause, and the buttons do not work; no update is mentioned, so this is a physical device fault suitable for routine troubleshooting."
2147678,@115858 get your fucking shit together and fix the keyboard holy fuck. I’m sick of constantly updating shit cause you can’t make it work right the first time... Are you fucked!? I️ can’t even type “I️” cause it just turns into bullshit,software_bug_after_update,True,software_bug_after_update,True,The customer angrily says the keyboard is broken after repeated updates and that the 'I' character turns into something else; the underlying issue is the known post-update software keyboard bug.
2695998,Unhappy with the iOS 11 update on iPhone5s my phone got much slower @AppleSupport I regret updating it.,software_bug_after_update,True,software_bug_after_update,True,The customer says the iOS 11 update made an iPhone 5s much slower and regrets updating; the update is the explicit trigger for the software performance problem.
2213579,Wow @115858 update bricked my phone basically don’t get internet signal unless on wifi,connectivity_issue,True,connectivity_issue,True,The customer says the update effectively 'bricked' the phone because it gets no internet signal unless on Wi-Fi; the actionable problem is loss of cellular connectivity.
588089,"@AppleSupport there needs to be a bug fix. Whenever I’m listening to music, it’ll randomly stop multiple times during the song and that’s obnoxious",software_bug_after_update,True,software_bug_after_update,True,The customer says music randomly stops multiple times during a song and asks for a bug fix; this is a concrete software playback malfunction.
2505090,"iPhone 6 randomly restarts, camera roll frequently won’t open, screen orientation issues when in messages app. #ios11 @AppleSupport",software_bug_after_update,True,software_bug_after_update,True,"The customer reports random restarts, camera-roll failures, and screen-orientation problems under iOS 11; these are specific software symptoms suitable for routine troubleshooting."
