case_id,customer_text,ai_draft_intent,ai_draft_auto_handle,fresh_ai_intent,fresh_ai_auto_handle,fresh_ai_rationale,YOUR_final_intent,YOUR_final_auto_handle,YOUR_reasoning
2710956,"I’m sitting here in Starbucks rebooting my iPad Pro like some Windows user, just to get my keyboard to work. It Just Works, @AppleSupport ?",software_bug_after_update,True,hardware_malfunction,True,"The customer is rebooting an iPad Pro because its keyboard will not work; with no update mentioned, the direct issue is the keyboard hardware and routine troubleshooting is appropriate.",hardware_malfunction,True,"The customer says they have to reboot an iPad Pro just to get its keyboard to work; no update is mentioned, so the keyboard failure is a routine hardware/peripheral troubleshooting case."
1402942,Going to a party tonight n can’t upload any pics bc my iCloud is acting up @115858 @AppleSupport pls resolve xo,software_bug_after_update,True,account_access,False,The customer cannot upload pictures because iCloud is 'acting up'; the iCloud service/account is the central dependency and the text does not provide enough detail for safe automatic handling.,account_access,False,The customer says they cannot upload pictures because iCloud is “acting up” and asks AppleSupport to resolve it; the iCloud-related account/service problem is not appropriate for automatic handling.
289138,"Definitivamente usar la fototeca iCloud de @115858 es un mal invento, retrasos en cargar fotos y en vídeo horrible, compartir imposible.",software_bug_after_update,True,software_bug_after_update,True,"The customer says iCloud Photo Library has delayed photo/video loading and impossible sharing; the described problem is a broken cloud-photo feature, not account login.",software_bug_after_update,True,"The customer reports delays loading iCloud photos and video and says sharing is impossible, describing concrete malfunctioning behavior of Apple’s photo software without a purchase or login issue."
2078507,Hey @AppleSupport iOS 11 (11.0.1 and 11.0.2) is trash. My 7 is so slow now and the battery drains... How can i downgrade back to iOS 10?,update_install_issue,True,software_bug_after_update,True,The customer says iOS 11 made the iPhone slow and drained the battery and asks how to downgrade to iOS 10; the dominant issue is post-update software degradation.,software_bug_after_update,True,"The customer says iOS 11 made the iPhone 7 extremely slow and caused battery drain, then asks how to downgrade; the reported symptoms are consequences of the installed update, not a failure to install it."
2002871,"@AppleSupport trying to set up my iPhone X and have been getting an ""activation Server is temporarily unavailable message"" for 30 min. Help!",update_install_issue,True,account_access,False,The customer cannot activate an iPhone X because the Activation Server is unavailable for 30 minutes; activation is an account/device identity process that needs human handling.,account_access,False,"While setting up an iPhone X, the customer has repeatedly received an “activation Server is temporarily unavailable” message for 30 minutes; activation/account access needs investigation and is not auto-handled."
937547,@AppleSupport @115858 I charge my cell up to 99% by 7 am and by 1 pm the battery left is only 25% ..with a moderate use..Extremely pathetic,software_bug_after_update,True,hardware_malfunction,True,"The battery falls from 99% to 25% by early afternoon with moderate use, without any update mentioned; this is a routine battery fault.",hardware_malfunction,True,"The customer charges the phone to 99% by 7 a.m. but has only 25% by 1 p.m. with moderate use, with no update mentioned; this is a routine battery fault/troubleshooting case."
2285591,@AppleSupport How can one “download” the correct software to have WiFi when your computer all of a sudden doesn’t have the “capabilities”? https://t.co/5B8opNbyNW,connectivity_issue,True,update_install_issue,True,The customer asks how to download the correct software to restore Wi-Fi capabilities on a computer; the request centers on obtaining/installing the software needed for the system.,update_install_issue,True,The customer asks how to “download” the correct software to restore WiFi capability on a computer that suddenly lacks it; the request is about obtaining/installing the needed software.
1298530,@AppleSupport evening. It’s just taken 3 hours to get my IPhone to wake up from a run down battery. Help please!,software_bug_after_update,True,hardware_malfunction,True,"The customer says it took three hours for the iPhone to wake after the battery ran down; with no update or safety signal stated, this is a routine charging/power troubleshooting issue.",hardware_malfunction,True,"The iPhone takes three hours to wake after its battery runs down; no update or safety issue is mentioned, so this is a routine battery/power troubleshooting case."
2680021,My iPhone takes forever to charge but the battery dies within an hour or 2? @AppleSupport @115858,software_bug_after_update,True,hardware_malfunction,True,"The iPhone takes a long time to charge and the battery dies within one or two hours, with no update mentioned; this is a routine battery/charging fault.",hardware_malfunction,True,"The iPhone takes an unusually long time to charge and then the battery dies within one or two hours, with no update mentioned; this is a routine battery/charging hardware problem."
2616618,"@115858 you know we I still having problem with the wifi, have to shake it and hit it to nake work properly. any solution?",hardware_malfunction,False,connectivity_issue,True,The customer says Wi-Fi only works after shaking/hitting the device and asks for a solution; Wi-Fi is the explicit connectivity problem.,connectivity_issue,True,"The customer reports WiFi still malfunctioning and says they have to shake and hit the device to make it work properly; despite the odd workaround, the specific issue is WiFi and can be addressed with standard connectivity troubleshooting."
2122554,"fix the damn glitch already @AppleSupport 

thank you!",software_bug_after_update,True,complaint_feedback,False,"The message only says 'fix the damn glitch already' without identifying which glitch, so it is too vague to act on safely.",complaint_feedback,False,"The customer only says “fix the damn glitch already” without identifying which glitch or what is happening, so the visible text is too vague for safe automatic handling."
1551330,"So we really just gonna ignore this in the 11.1 update @applesupport ?

oh ok. https://t.co/bOnwOeMNlp",software_bug_after_update,False,software_bug_after_update,False,The customer says they are being ignored about something in the iOS 11.1 update but gives no concrete symptom; the update context is clear but the actual issue is too vague to act on confidently.,software_bug_after_update,False,"The customer sarcastically asks whether Apple is going to ignore “this” in the 11.1 update, but the visible text does not identify the underlying bug; the update reference is clear but the actual symptom is too vague to auto-handle."
649799,@AppleSupport Can the series 3 cellular Apple Watch receive texts/calls from your number when your iPhone is out of battery?,connectivity_issue,True,how_to_question,True,The customer asks whether a cellular Apple Watch can receive texts/calls when the iPhone is out of battery; this is a feature-capability question.,how_to_question,True,The customer asks whether an Apple Watch Series 3 cellular can receive texts and calls from their number when the iPhone is out of battery; this is a straightforward feature-usage question.
1835143,"@AppleSupport iPhone 6s+ turned into Headphone mode, no headphone inserted, BT off, restart didnt help. Speaker works in phone calls. Idea?",hardware_malfunction,True,software_bug_after_update,True,The iPhone is stuck in headphone mode with no headphones inserted and restarting did not help; this is a software/audio-routing malfunction.,software_bug_after_update,True,"The iPhone 6s+ is stuck in Headphone mode with no headphones inserted, Bluetooth off, and a restart not helping; this is a device/OS behavior problem rather than a reported physical component failure."
1121152,After updating #IOS11 my #iphone5s bettery draining unexpectedly. Phone heating. @AppleSupport @115858 yet i bought #iphoneSE DNT LOOSE FETH,software_bug_after_update,True,software_bug_after_update,False,"After updating to iOS 11, the iPhone 5s battery drains unexpectedly and the phone heats up; the overheating signal makes this a safety-sensitive post-update case.",software_bug_after_update,False,"After updating to iOS 11, the customer reports unexpected battery drain and a heating phone; the combination of an update-triggered battery problem and overheating is a safety signal, so it should not be auto-handled."
1021156,"@AppleSupport can I downgrade my iOS, it’s turned my phone from Bolt to Snail...  a non-responsive mess #awful",update_install_issue,True,software_bug_after_update,True,The customer says downgrading is desired because iOS made the phone slow and non-responsive; the dominant problem is post-update software degradation.,software_bug_after_update,True,"The customer says the iOS update turned the phone from “Bolt to Snail” and made it non-responsive, then asks about downgrading; the core problem is post-update software misbehavior rather than update installation failure."
2073173,@115858 the software updates have made my phone a lovely paperweight. Phone won’t even charge though it’s plugged in and shows it is charging,software_bug_after_update,True,hardware_malfunction,False,The customer says software updates made the phone a paperweight and that it will not charge even though it shows charging; the severe charging failure needs human diagnosis rather than automatic handling.,software_bug_after_update,True,"The customer says software updates have made the phone a “paperweight” and that it will not charge even while showing that it is charging; the update is explicitly blamed for the resulting device behavior, without a safety or warranty signal."
208610,"@AppleSupport real issues with making phone calls since the update. They can’t hear me I can’t hear them. Battery replaced, still going on!",software_bug_after_update,False,software_bug_after_update,False,"The customer cannot make phone calls since the update and says the other party cannot hear them either; because the issue is important for their job and affects core calling, human troubleshooting is appropriate.",software_bug_after_update,False,"Since the update, the customer cannot hear callers and callers cannot hear them, and replacing the battery did not fix it; the severe call failure needs investigation rather than automatic handling."
1647380,@AppleSupport My iCloud photo library has been stuck at 1% for the past 3 or so hours? https://t.co/CCGnkn5bP7,software_bug_after_update,True,software_bug_after_update,True,The customer's iCloud Photo Library has been stuck at 1% for hours; this is a stalled cloud-photo feature rather than an account-login problem.,software_bug_after_update,True,"The iCloud Photo Library has been stuck at 1% for three hours, which is a concrete software/service malfunction suitable for routine troubleshooting."
1861359,@AppleSupport help! Since the ios update I can no longer make calls! Vital for my job. Having to rely on whatsapp currently,software_bug_after_update,True,connectivity_issue,False,"The customer cannot make calls since the iOS update and must rely on WhatsApp; this is a cellular/calling connectivity failure affecting essential work, so human handling is appropriate.",software_bug_after_update,False,"Since the iOS update, the customer can no longer make phone calls and says this is vital for their job, forcing them to rely on WhatsApp; the serious post-update call failure warrants non-automatic handling."
1448084,@AppleSupport On iOS11.0.2. Travelling overseas. Can’t connect to any WiFi so how can I get latest update??,update_install_issue,True,connectivity_issue,False,The customer cannot connect to Wi-Fi while traveling and needs it to obtain the latest update; Wi-Fi is the direct failure and the travel/update dependency makes human assistance appropriate.,connectivity_issue,False,"The customer on iOS 11.0.2 cannot connect to any WiFi while traveling overseas and asks how to get the latest update; the immediate actionable problem is connectivity, and the combination with being unable to update warrants non-automatic handling."
